"unit_id","doc_id","unit_seq","country_iso3","jurisdiction","year","document_class","section_path","page_start","page_end","word_count","is_exec_summary","T1_surveillance","T2_executive","T3_infocontrol","T4_civilrights","T5_economic","T6_geopolitical","primary_theme","primary_score","secondary_theme","secondary_score","n_themes_nonzero","max_score","binding_status","confidence_level","flag_human_review","flag_reason","justification","codebook_version","codebook_sha256","prompt_version","prompt_sha256","model_id","effort","scoring_route","scored_at","run_id","input_tokens","output_tokens","cache_read_input_tokens","evidence_instrument","evidence_addressee","evidence_consequence","source_language","is_translation","regime_type","regime_source","regime_year"
"DEU_AISTRAT_2018_3FIELDSO_31STRE_P12_12","DEU_AISTRAT_2018",11,"DEU","Germany",2018,"C","3. Fields of action > 3.1 Strengthening research in Germany and Europe in order to be drivers of innovation",12,12,320,FALSE,0,0,0,0,2,0,"T5_economic",2,"None",0,1,2,"directed","High","NO","None","The research strategy is set out as a commitment to ""building a broad-based, dynamic ecosystem for AI"", requiring ""both structural measures as well as research programmes designed for the short and medium terms, in each case covering both basic research as well as individual high-priority fields of application"" (T5=2, a directed research programme within a funded strategy). The remainder describes the state of AI research and the consultation process. No other theme is engaged.","2.0.0","d6e19dcfde5c59a5cdb80f3af5a36f9dd305dcf33a7d48ff2a99f071a588f959","INTERACTIVE_SESSION","INTERACTIVE_SESSION_NOT_REPRODUCIBLE","claude-opus-5 (Claude Code session; not an API call)","n/a","interactive_session","2026-08-21T18:45:04Z","interactive_20260821T184503Z",,,,,,,"en",TRUE,"PENDING","PENDING","PENDING"
"DEU_AISTRAT_2018_3FIELDSO_31STRE_P13_13","DEU_AISTRAT_2018",12,"DEU","Germany",2018,"C","3. Fields of action > 3.1 Strengthening research in Germany and Europe in order to be drivers of innovation",13,13,106,FALSE,0,0,0,1,1,1,"T5_economic",1,"T4_civilrights",1,3,1,"proposed","Moderate","NO","None","A summary of consultation feedback rather than a government commitment, so binding_status is proposed. ""There were calls for greater efforts to promote research into the assessment and transparency of AI algorithms, so as to render these understandable"" records a stakeholder demand for algorithmic transparency with no instrument attached (T4=1). ""Repeatedly, there were calls for networking and cooperation throughout Europe and beyond"" (T6=1) and the consensus on basic and applied research (T5=1) are similarly stakeholder positions. Confidence is Moderate because the unit reports others' views rather than state action.","2.0.0","d6e19dcfde5c59a5cdb80f3af5a36f9dd305dcf33a7d48ff2a99f071a588f959","INTERACTIVE_SESSION","INTERACTIVE_SESSION_NOT_REPRODUCIBLE","claude-opus-5 (Claude Code session; not an API call)","n/a","interactive_session","2026-08-21T18:45:04Z","interactive_20260821T184503Z",,,,,,,"en",TRUE,"PENDING","PENDING","PENDING"
"DEU_AISTRAT_2018_3FIELDSO_31STRE_P13_13_2","DEU_AISTRAT_2018",13,"DEU","Germany",2018,"C","3. Fields of action > 3.1 Strengthening research in Germany and Europe in order to be drivers of innovation",13,14,328,FALSE,0,0,0,0,2,0,"T5_economic",2,"None",0,1,2,"directed","High","NO","None","""We will further develop our existing Centres of Excellence for AI at supra-regional level, establish additional ones, and develop them into a national network of at least twelve centres and application hubs"", with transfer hubs added to existing and future clusters and cooperation with the Mittelstand 4.0 centres of excellence, is a specified institutional buildout with a numeric target (T5=2). The unit concerns research organisation only; no rights, content, surveillance or cross-border mechanism appears.","2.0.0","d6e19dcfde5c59a5cdb80f3af5a36f9dd305dcf33a7d48ff2a99f071a588f959","INTERACTIVE_SESSION","INTERACTIVE_SESSION_NOT_REPRODUCIBLE","claude-opus-5 (Claude Code session; not an API call)","n/a","interactive_session","2026-08-21T18:45:04Z","interactive_20260821T184503Z",,,,,,,"en",TRUE,"PENDING","PENDING","PENDING"
"DEU_AISTRAT_2018_3FIELDSO_31STRE_P13_13_3","DEU_AISTRAT_2018",14,"DEU","Germany",2018,"C","3. Fields of action > 3.1 Strengthening research in Germany and Europe in order to be drivers of innovation",13,14,333,FALSE,0,0,0,0,2,1,"T5_economic",2,"T6_geopolitical",1,2,2,"directed","High","NO","None","""A special role in this will be played by the German Research Center for Artificial Intelligence (DFKI)"", with commitments to ""enter into negotiations with the shareholders"", ""reach an agreement with the Laender regarding a long-term funding commitment"", ""immediately appoint an advisory council with international members"", and assemble a remuneration package ""guided by the scope of the Academic Freedom Act"" (T5=2: a named existing institute plus specified funding and governance measures). Recruiting ""the world's best and brightest minds"", competing on international standards, and seating international members on the advisory council is talent competition without any control or exclusion mechanism (T6=1).","2.0.0","d6e19dcfde5c59a5cdb80f3af5a36f9dd305dcf33a7d48ff2a99f071a588f959","INTERACTIVE_SESSION","INTERACTIVE_SESSION_NOT_REPRODUCIBLE","claude-opus-5 (Claude Code session; not an API call)","n/a","interactive_session","2026-08-21T18:45:04Z","interactive_20260821T184503Z",,,,,,,"en",TRUE,"PENDING","PENDING","PENDING"
"DEU_AISTRAT_2018_3FIELDSO_31STRE_P13_14","DEU_AISTRAT_2018",15,"DEU","Germany",2018,"C","3. Fields of action > 3.1 Strengthening research in Germany and Europe in order to be drivers of innovation",13,14,381,FALSE,0,0,0,1,2,0,"T5_economic",2,"T4_civilrights",1,2,2,"directed","High","YES","Missing Operational Context","""We will establish regional Centres of Excellence for Labour Research, where we will bring together scientists and practitioners"", and the three competent federal ministries ""will develop their transfer structures and bring them together into a joint transfer concept for AI"" -- named institutional buildout with identified implementing bodies (T5=2). ""It is highly important to consult and involve workers as specific applications are developed and introduced"" states worker participation as a design principle without creating any right or obligation in this unit (T4=1). At 381 words the unit exceeds the 350-word ceiling and is flagged accordingly.","2.0.0","d6e19dcfde5c59a5cdb80f3af5a36f9dd305dcf33a7d48ff2a99f071a588f959","INTERACTIVE_SESSION","INTERACTIVE_SESSION_NOT_REPRODUCIBLE","claude-opus-5 (Claude Code session; not an API call)","n/a","interactive_session","2026-08-21T18:45:04Z","interactive_20260821T184503Z",,,,,,,"en",TRUE,"PENDING","PENDING","PENDING"
"DEU_AISTRAT_2018_3FIELDSO_WEWILL_P14_14","DEU_AISTRAT_2018",16,"DEU","Germany",2018,"C","3. Fields of action > 3.1 Strengthening research in Germany and Europe in order to be drivers of innovation > We will establish cooperative structures under a national research consortium and reinforce our",14,14,297,FALSE,0,0,0,1,2,0,"T5_economic",2,"T4_civilrights",1,2,2,"directed","High","NO","None","""The Federal Government will establish a national research consortium"", linking Centres of Excellence, university working groups, ""curated data and computing infrastructures for scientific and/or industrial use"", and industry-specific transfer hubs; and ""Plattform Lernende Systeme... which was established in 2017... is to intensify its work"" as an advisory body (T5=2, a specified institutional network with an existing standing platform). Its dependence on ""close cooperation with external stakeholders from the public sector, civil society and the business community, including the social partners"" is a participation commitment without an enforceable mechanism (T4=1). Large research infrastructures are cited as examples, not as cross-border programmes.","2.0.0","d6e19dcfde5c59a5cdb80f3af5a36f9dd305dcf33a7d48ff2a99f071a588f959","INTERACTIVE_SESSION","INTERACTIVE_SESSION_NOT_REPRODUCIBLE","claude-opus-5 (Claude Code session; not an API call)","n/a","interactive_session","2026-08-21T18:45:04Z","interactive_20260821T184503Z",,,,,,,"en",TRUE,"PENDING","PENDING","PENDING"
"DEU_AISTRAT_2018_3FIELDSO_WEWILL_P15_15","DEU_AISTRAT_2018",17,"DEU","Germany",2018,"C","3. Fields of action > 3.1 Strengthening research in Germany and Europe in order to be drivers of innovation > We will establish cooperative structures under a national research consortium and reinforce our",15,15,224,FALSE,0,0,0,0,2,1,"T5_economic",2,"T6_geopolitical",1,2,2,"directed","High","NO","None","""We want to create at least 100 additional professorships for AI"", a programme to support junior researchers, an ""AI professorship programme"" to be explored with the Laender, and a ""'teach-and-learn AI' platform"" the Federal Government will establish and support -- funded academic capacity with a numeric target (T5=2). ""Facilitating the return of German AI experts working abroad and... offering attractive working conditions to outstanding international doctoral students and post-doctoral researchers"" is international talent competition with no control or exclusion mechanism (T6=1).","2.0.0","d6e19dcfde5c59a5cdb80f3af5a36f9dd305dcf33a7d48ff2a99f071a588f959","INTERACTIVE_SESSION","INTERACTIVE_SESSION_NOT_REPRODUCIBLE","claude-opus-5 (Claude Code session; not an API call)","n/a","interactive_session","2026-08-21T18:45:04Z","interactive_20260821T184503Z",,,,,,,"en",TRUE,"PENDING","PENDING","PENDING"
"DEU_AISTRAT_2018_3FIELDSO_WORKIN_P15_15","DEU_AISTRAT_2018",18,"DEU","Germany",2018,"C","3. Fields of action > 3.1 Strengthening research in Germany and Europe in order to be drivers of innovation > Working with France, we will drive forward the development of a Franco-German research and",15,15,194,FALSE,0,0,0,0,2,2,"T5_economic",2,"T6_geopolitical",2,2,2,"directed","High","YES","Polysemic Uncertainty","""Establishing a bilateral programme providing funding for basic research, with an annual call for proposals"", ""linking up existing French and German centres of excellence to form a virtual centre"", and ""bilateral AI clusters focusing on specific industries"" with ""jointly operated test beds, the joint use of data sets"" is a formalised cross-border R&D funding cluster with specified instruments, which is the T6=2 anchor. The same commitments fund domestic research capacity, joint doctorates and summer schools (T5=2). No control, exclusion or export instrument appears, so Theme 6 does not reach 3.","2.0.0","d6e19dcfde5c59a5cdb80f3af5a36f9dd305dcf33a7d48ff2a99f071a588f959","INTERACTIVE_SESSION","INTERACTIVE_SESSION_NOT_REPRODUCIBLE","claude-opus-5 (Claude Code session; not an API call)","n/a","interactive_session","2026-08-21T18:45:04Z","interactive_20260821T184503Z",,,,,,,"en",TRUE,"PENDING","PENDING","PENDING"
"DEU_AISTRAT_2018_3FIELDSO_WEWILL_P15_15_2","DEU_AISTRAT_2018",19,"DEU","Germany",2018,"C","3. Fields of action > 3.1 Strengthening research in Germany and Europe in order to be drivers of innovation > We will promote hardware-software co-design, resulting in a systems approach.",15,15,234,FALSE,0,0,0,1,2,1,"T5_economic",2,"T4_civilrights",1,3,2,"directed","High","NO","None","""We will promote hardware-software co-design"", expand ""our digital infrastructure"", and ""retain and expand the skills base we have in microelectronics both in Germany and in Europe"" is committed industrial and infrastructure capacity (T5=2). ""This will only be reliably achieved when critical hardware and software components are also under our control, meaning there is no dependency on third parties"" is a technological-sovereignty goal, but it names no export control, procurement exclusion or supplier prohibition, so it stays at framing (T6=1). ""An AI that is compatible with European values, such as citizens' control over their own personal data and data security"" invokes rights as a design objective without an instrument (T4=1).","2.0.0","d6e19dcfde5c59a5cdb80f3af5a36f9dd305dcf33a7d48ff2a99f071a588f959","INTERACTIVE_SESSION","INTERACTIVE_SESSION_NOT_REPRODUCIBLE","claude-opus-5 (Claude Code session; not an API call)","n/a","interactive_session","2026-08-21T18:45:04Z","interactive_20260821T184503Z",,,,,,,"en",TRUE,"PENDING","PENDING","PENDING"
"DEU_AISTRAT_2018_3FIELDSO_WEWILL_P16_16","DEU_AISTRAT_2018",20,"DEU","Germany",2018,"C","3. Fields of action > 3.1 Strengthening research in Germany and Europe in order to be drivers of innovation > We will promote research regarding explainability and accountability of algorithm-based forecasting",16,16,164,FALSE,0,0,0,2,1,0,"T4_civilrights",2,"T5_economic",1,2,2,"directed","High","NO","None","""For an AI system to be recognised as 'trusted AI' and meet the legal requirements, it must be clear how it takes decisions. This is why the Federal Government will promote research into transparent and explainable AI systems. In addition to this, the Federal Government will adjust the regulatory framework to this effect, wherever necessary"" pairs a funded research commitment with a stated direction of regulatory travel on algorithmic transparency -- an institutional guardrail short of an enacted obligation, which is the T4=2 anchor. The research funding itself is incidental economic capacity here because the subject matter is explainability and accountability rather than sectoral deployment (T5=1). No addressee is placed under obligation and no consequence is named, so Theme 4 does not reach 3.","2.0.0","d6e19dcfde5c59a5cdb80f3af5a36f9dd305dcf33a7d48ff2a99f071a588f959","INTERACTIVE_SESSION","INTERACTIVE_SESSION_NOT_REPRODUCIBLE","claude-opus-5 (Claude Code session; not an API call)","n/a","interactive_session","2026-08-21T18:45:04Z","interactive_20260821T184503Z",,,,,,,"en",TRUE,"PENDING","PENDING","PENDING"
"DEU_AISTRAT_2018_3FIELDSO_WEWILL_P16_16_2","DEU_AISTRAT_2018",21,"DEU","Germany",2018,"C","3. Fields of action > 3.1 Strengthening research in Germany and Europe in order to be drivers of innovation > We will promote research and development for applications that protect consumers’ interests and",16,16,355,FALSE,0,0,0,2,2,1,"T5_economic",2,"T4_civilrights",2,3,2,"directed","High","YES","Polysemic Uncertainty","""We want to provide adequate funding for applications that make it easier for those affected to manage the consent they have given"" and ""the Federal Government will promote research into novel ways for pseudonymising and anonymising data and for differential privacy"", together with the principle of ""ethics by, in and for design"", constitute a funded privacy-technology programme, which is the T4=2 anchor. Consumer-enabling technologies, big-data applications and the data economy supply the funded economic dimension (T5=2). ""Technologies designed to guarantee the high level of data protection and privacy standards achieved in the EU... can therefore give German and European companies a competitive advantage internationally"" is competitiveness framing (T6=1). Identifying ""a person's individual health risks"" serves the person scored, so the Theme 1 purpose test is not met. The unit is 355 words and is flagged for exceeding the ceiling.","2.0.0","d6e19dcfde5c59a5cdb80f3af5a36f9dd305dcf33a7d48ff2a99f071a588f959","INTERACTIVE_SESSION","INTERACTIVE_SESSION_NOT_REPRODUCIBLE","claude-opus-5 (Claude Code session; not an API call)","n/a","interactive_session","2026-08-21T18:45:04Z","interactive_20260821T184503Z",,,,,,,"en",TRUE,"PENDING","PENDING","PENDING"
"DEU_AISTRAT_2018_3FIELDSO_WEWILL_P16_16_3","DEU_AISTRAT_2018",22,"DEU","Germany",2018,"C","3. Fields of action > 3.1 Strengthening research in Germany and Europe in order to be drivers of innovation > We will promote research and development for applications that protect consumers’ interests and",16,17,349,FALSE,0,0,0,0,2,0,"T5_economic",2,"None",0,1,2,"directed","High","NO","None","""We want to harness the opportunities that can be opened up by combining AI with key enabling technologies like biotech and production technologies"", with named application areas in biotechnology, agriculture and food, and autonomous driving, plus the requirement for ""small local computing centres"" close to the device (T5=2: sectoral industrial and compute capacity). The unit is technical and prospective; no rights, content, surveillance or cross-border mechanism appears. At 349 words it sits just inside the ceiling.","2.0.0","d6e19dcfde5c59a5cdb80f3af5a36f9dd305dcf33a7d48ff2a99f071a588f959","INTERACTIVE_SESSION","INTERACTIVE_SESSION_NOT_REPRODUCIBLE","claude-opus-5 (Claude Code session; not an API call)","n/a","interactive_session","2026-08-21T18:45:04Z","interactive_20260821T184503Z",,,,,,,"en",TRUE,"PENDING","PENDING","PENDING"
"DEU_AISTRAT_2018_3FIELDSO_WEWILL_P16_17","DEU_AISTRAT_2018",23,"DEU","Germany",2018,"C","3. Fields of action > 3.1 Strengthening research in Germany and Europe in order to be drivers of innovation > We will promote research and development for applications that protect consumers’ interests and",16,17,230,FALSE,0,0,0,0,2,1,"T5_economic",2,"T6_geopolitical",1,2,2,"directed","High","NO","None","""The Federal Government will foster research into AI technology, data-based applications and the use of AI, so that key areas such as mobility, our energy systems, agriculture and food security, healthcare, the protection of resources and mitigating climate change can be organised in a more sustainable way"", alongside 5G network development and agricultural AI (T5=2, directed sectoral research). ""This work may involve working with international partners to create new AI applications, for instance when it comes to large infrastructures designed for climate research"" is cooperation framing without a named agreement or funding instrument (T6=1). The objects observed are crops, energy systems and resources -- things.","2.0.0","d6e19dcfde5c59a5cdb80f3af5a36f9dd305dcf33a7d48ff2a99f071a588f959","INTERACTIVE_SESSION","INTERACTIVE_SESSION_NOT_REPRODUCIBLE","claude-opus-5 (Claude Code session; not an API call)","n/a","interactive_session","2026-08-21T18:45:04Z","interactive_20260821T184503Z",,,,,,,"en",TRUE,"PENDING","PENDING","PENDING"
